No,Keywords,Volume,Position,Est. Visits,Seo Difficulty,Ranking Url
978,como fazer o exame psicotécnico,210,27,0,33,http://sso.com.br/2022/02/18/como-e-feito-o-exame-psicotecnico/
979,o que é vagas para pcd,1300,29,0,16,http://sso.com.br/2022/02/08/pcd-quem-se-enquadra/
980,exame admissional em duque de caxias,170,44,0,4,http://sso.com.br/
981,saude mental no trabalho,8100,83,0,41,http://sso.com.br/2025/09/04/saude-mental-ambiente-trabalho/
982,sst o que e,1600,72,0,20,http://sso.com.br/2022/11/10/seguranca-e-saude-no-trabalho/
983,plano rigging,1000,66,0,9,http://sso.com.br/2023/04/26/plano-de-rigger/
984,o que pcmso,4400,39,0,13,http://sso.com.br/2024/11/29/ppra-e-pcmso/
985,sinais vitais saturação,480,68,0,13,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
986,o que é radiografia,2900,48,0,15,http://sso.com.br/2024/12/18/tipos-de-raio-x/
987,periódico o que é,590,42,0,22,http://sso.com.br/2025/01/17/quais-sao-os-exames-periodicos/
988,adicional de periculosidade base de cálculo,480,44,0,19,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
989,apartir de quantos grau e febre,480,91,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
990,o que significa sst,390,27,0,13,http://sso.com.br/2022/11/10/seguranca-e-saude-no-trabalho/
991,aso de retorno ao trabalho,390,27,0,11,http://sso.com.br/2023/11/09/atestado-retorno-trabalho/
992,febre alta quantos graus,390,55,0,16,http://sso.com.br/2025/03/31/quando-e-estado-febril/
993,o'que significa eletrocardiograma,390,27,0,32,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
994,o que significa ppra,260,60,0,35,http://sso.com.br/2021/12/10/ppra-o-que-e/
995,o'que significa ppra,260,34,0,29,http://sso.com.br/2024/11/29/ppra-e-pcmso/
996,quando que é febre,260,52,0,19,http://sso.com.br/2025/03/31/quando-e-estado-febril/
997,aso exame para que serve,260,40,0,27,http://sso.com.br/2023/07/25/aso/
998,saturação ideal,720,44,0,19,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
999,atestado de saúde ocupacional o que é,1300,47,0,9,http://sso.com.br/2023/07/25/aso/
1000,demissional o que é,390,24,0,13,http://sso.com.br/2021/12/07/exame-demissional/
1001,quantas horas ficar em jejum para fazer exame de sangue,260,48,0,12,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
1002,o'que é reabilitação profissional,260,82,0,23,http://sso.com.br/2022/03/11/reabilitacao-profissional/
1003,posso ser demitido enquanto aguardo perícia do inss,210,23,0,16,http://sso.com.br/artigos/funcionario-afastado-pelo-inss-pode-ser-demitido
1004,exame periódico abona o dia,210,84,0,14,http://sso.com.br/2025/01/17/quais-sao-os-exames-periodicos/
1005,contratação intermitente,210,62,0,27,http://sso.com.br/artigos/trabalho-intermitente
1006,analise preliminar,210,40,0,13,http://sso.com.br/2022/06/03/analise-preliminar-de-risco/
1007,vermelha intermitente,170,40,0,20,http://sso.com.br/artigos/trabalho-intermitente
1008,tabela nr5,170,29,0,31,http://sso.com.br/artigos/nova-nr-5
1009,normas nr 32,170,29,0,32,http://sso.com.br/nr/nr-32
1010,diálogo diário de segurança,170,54,0,14,http://sso.com.br/artigos/dialogo-diario-seguranca
1011,exame admissional taboão da serra,170,58,0,7,http://sso.com.br/exames/demissional
1012,é obrigatorio fazer exame admissional,140,15,0,14,http://sso.com.br/artigos/exame-admissional-vale-como-demissional
1013,saturação abreviação,140,35,0,15,http://sso.com.br/artigos/saturacao-de-oxigenio
1014,a partir de quantos graus é febre em adulto,170,46,0,15,http://sso.com.br/artigos/quando-e-estado-febril
1015,principais doenças ocupacionais,140,22,0,34,http://sso.com.br/artigos/tipos-de-doencas-ocupacionais
1016,prazo para admissão após exame admissional esocial,140,25,0,15,http://sso.com.br/artigos/a-empresa-pode-desistir-de-contratar-apos-exame-admissional
1017,periculosidade é sobre o salario minimo ou base,140,52,0,14,http://sso.com.br/artigos/como-calcular-periculosidade
1018,posso fazer exames sem pedido medico,140,56,0,16,http://sso.com.br/ufaq/quais-exames-a-empresa-nao-pode-pedir-para-admitir-um-funcionario/
1019,onde tirar atestado de sanidade física e mental,140,40,0,7,http://sso.com.br/artigos/como-conseguir-um-atestado-de-aptidao-fisica
1020,nr 32 biossegurança,140,52,0,33,http://sso.com.br/nr/nr-32
1021,aso admissional o'que e,1000,34,0,21,http://sso.com.br/2023/09/11/aso-admissional/
1022,epi exemplos,390,30,0,23,http://sso.com.br/2022/11/26/importancia-do-uso-de-epi/
1023,alterações no contrato de trabalho,260,85,0,31,http://sso.com.br/2022/08/05/mudanca-de-funcao/
1024,depois do exame demissional qual o próximo passo,260,56,0,14,http://sso.com.br/2024/07/31/pedido-de-demissao-precisa-fazer-exame-demissional/
1025,admissional o que é,590,81,0,15,http://sso.com.br/2024/02/21/exame-pre-admissional/
1026,diferença entre insalubre e periculosidade,590,25,0,20,http://sso.com.br/2022/04/11/insalubridade-e-periculosidade/
1027,o que é feito no exame admissional,390,34,0,14,http://sso.com.br/2022/05/23/o-que-e-exame-admissional/
1028,intermitente trabalho,390,65,0,36,http://sso.com.br/2023/02/08/trabalho-intermitente/
1029,exame admissional porto alegre,390,65,0,16,http://sso.com.br/
1030,gso exames,390,27,0,6,http://sso.com.br/
1031,exemplo de mapa de risco,320,73,0,21,http://sso.com.br/2023/03/02/como-fazer-mapa-de-risco/
1032,leis segurança do trabalho,260,65,0,50,http://sso.com.br/2024/04/26/medidas-de-seguranca-no-trabalho/
1033,termo para febre,260,77,0,16,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1034,enit nr 12,210,38,0,34,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
1035,acidente ocupacional,260,21,0,25,http://sso.com.br/2022/08/02/acidentes-ocupacionais/
1036,falta com atestado desconta,260,42,0,15,http://sso.com.br/2023/07/06/atestado-medico-pode-descontar-ferias/
1037,o que reprova no exame toxicologico,210,60,0,36,http://sso.com.br/2024/01/04/empresa-pode-exigir-exame-toxicologico/
1038,rigging o que é,210,21,0,9,http://sso.com.br/2023/04/26/plano-de-rigger/
1039,saturação valores,590,33,0,18,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1040,saturação 87,590,59,0,15,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1041,atestado de saúde ocupacional onde fazer,720,62,0,5,http://sso.com.br/
1042,avaliação odontologica,720,86,0,10,http://sso.com.br/2024/08/07/exame-odontologico-ocupacional/
1043,posso pegar atestado depois das férias,170,24,0,18,http://sso.com.br/2023/07/06/atestado-medico-pode-descontar-ferias/
1044,ler sintomas,480,38,0,32,http://sso.com.br/2024/09/11/lesao-por-esforco-repetitivo/
1045,exame periódico vale como demissional,170,45,0,12,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
1046,tipo de risco,1600,75,0,28,http://sso.com.br/2024/02/07/classificacao-dos-riscos-ocupacionais/
1047,o que é vaga pcd,1300,43,0,21,http://sso.com.br/2022/02/08/pcd-quem-se-enquadra/
1048,febre 36 8,1300,83,0,17,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1049,sst significa,880,32,0,15,http://sso.com.br/2022/11/10/seguranca-e-saude-no-trabalho/
1050,avaliação clínica ocupacional anamnese e exame físico,210,39,0,14,http://sso.com.br/2024/08/22/anamnese-ocupacional/
1051,atestado desconta,210,19,0,16,http://sso.com.br/2023/07/06/atestado-medico-pode-descontar-ferias/
1052,documentos de segurança do trabalho,260,46,0,28,http://sso.com.br/2025/09/15/documentos-sst/
1053,o que é cultura de segurança,210,95,0,29,http://sso.com.br/2023/03/23/cultura-de-seguranca-na-empresa/
1054,estresse e trabalho,1600,91,0,41,http://sso.com.br/2024/06/05/consequencias-do-estresse-no-trabalho/
1055,exames admissionais o'que é,1300,63,0,15,http://sso.com.br/2024/02/21/exame-pre-admissional/
1056,crea sp consulta profissionais,880,62,0,29,http://sso.com.br/2025/08/31/como-saber-se-o-profissional-tem-registro-no-crea/
1057,o que é vhs exame,720,25,0,13,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
1058,aso rio verde,880,66,0,18,http://sso.com.br/
1059,como medir a saturação,720,51,0,18,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1060,medindo saturação,480,23,0,14,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1061,não dar baixa na carteira atrapalha em outro emprego,590,68,0,15,http://sso.com.br/2022/08/05/mudanca-de-funcao/
1062,norma regulamentadora 5,480,88,0,14,http://sso.com.br/2025/02/17/nr-05/
1063,qual graus é febre,480,65,0,18,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1064,quando a temperatura é considerada febre,390,57,0,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1065,o que a cipa faz,390,69,0,17,http://sso.com.br/2022/02/02/o-que-e-cipa/
1066,segurança do trabalho o que é,320,38,0,53,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
1067,vaga pcd o que significa,320,38,0,23,http://sso.com.br/2022/02/08/pcd-quem-se-enquadra/
1068,atestado de aptidão física modelo,390,50,0,17,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
1069,atestado antes das férias,390,29,0,15,http://sso.com.br/2023/07/06/atestado-medico-pode-descontar-ferias/
1070,como é feito teste ergometrico,320,25,0,12,http://sso.com.br/2024/03/08/como-e-feito-teste-ergometrico/
1071,exame admissional em salvador,260,42,0,5,http://sso.com.br/
1072,exame demissional o'que é,1900,69,0,14,http://sso.com.br/2024/07/31/pedido-de-demissao-precisa-fazer-exame-demissional/
1073,como fazer um eletrocardiograma,1300,67,0,31,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1074,nr 15 atualizada,1300,50,0,35,http://sso.com.br/2025/03/14/o-que-e-nr-15/
1075,lta,8100,36,0,24,http://sso.com.br/lta-laudotecnicodeavaliacao-2/
1076,termometro 39 graus de febre,720,72,0,15,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1077,é considerado febre,260,17,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1078,asos o que é,320,51,0,21,http://sso.com.br/2022/01/20/o-que-e-aso/
1079,o que é saúde e segurança do trabalho,210,81,0,44,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
1080,saude mental empresa,210,63,0,22,http://sso.com.br/2025/09/04/saude-mental-ambiente-trabalho/
1081,médico de trabalho,210,72,0,29,http://sso.com.br/2024/07/10/medicos-do-trabalho/
1082,prazo para exame demissional,170,33,0,14,http://sso.com.br/artigos/exame-admissional-vale-como-demissional
1083,quantos atestados posso entregar na empresa,170,82,0,17,http://sso.com.br/artigos/trabalhar-de-atestado
1084,segurança saúde e higiene no trabalho,170,32,0,25,http://sso.com.br/artigos/higiene-ocupacional
1085,turnover e saúde do colaborador relação,0,17,0,4,http://sso.com.br/artigos/turnover-alto
1086,documentos para exame admissional,170,31,0,15,http://sso.com.br/ufaq/quais-documentos-necessarios-para-fazer-o-exame-admissional/
1087,exame demissional o que levar,170,47,0,14,http://sso.com.br/artigos/posso-fazer-exame-demissional-durante-aviso-previo
1088,exame de sanidade física e mental,170,46,0,19,http://sso.com.br/exames/demissional
1089,quanto tempo depois do exame admissional começo a trabalhar,140,20,0,23,http://sso.com.br/artigos/a-empresa-pode-desistir-de-contratar-apos-exame-admissional
1090,saturação minima,140,29,0,14,http://sso.com.br/artigos/saturacao-de-oxigenio
1091,noções de segurança no trabalho,140,48,0,39,http://sso.com.br/artigos/medidas-de-seguranca-no-trabalho
1092,o que faz no exame demissional,140,47,0,13,http://sso.com.br/2024/07/31/pedido-de-demissao-precisa-fazer-exame-demissional/
1093,o que é baixa saturação,140,21,0,14,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1094,nível hierárquico mínimo,140,35,0,16,http://sso.com.br/2022/08/05/mudanca-de-funcao/
1095,pericia calculos trabalhistas,320,81,0,5,http://sso.com.br/2022/02/25/pericia-trabalhista/
1096,dialogo diario de segurança,320,81,0,28,http://sso.com.br/2023/03/09/dialogo-diario-seguranca/
1097,intermitentes significado,320,39,0,27,http://sso.com.br/2023/02/08/trabalho-intermitente/
1098,periodico exame,480,27,0,18,http://sso.com.br/2025/01/17/quais-sao-os-exames-periodicos/
1099,importancia dos epi,260,22,0,13,http://sso.com.br/2022/11/26/importancia-do-uso-de-epi/
1100,o que é vigilante intermitente,390,87,0,8,http://sso.com.br/2023/02/08/trabalho-intermitente/
1101,febre acima de 39,390,57,0,16,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1102,nr 05 mte,320,22,0,38,http://sso.com.br/2025/02/17/nr-05/
1103,o'que é atestado admissional,320,29,0,15,http://sso.com.br/2023/11/29/onde-fazer-exame-admissional/
1104,sipat é obrigatória,210,53,0,12,http://sso.com.br/2025/04/14/o-que-e-sipat-e-qual-seu-objetivo/
1105,art de projetos,260,78,0,45,http://sso.com.br/2025/08/05/o-que-e-art-crea/
1106,porcentagem periculosidade,2400,65,0,17,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
1107,febre como saber,210,55,0,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1108,exame admissional sjc,210,74,0,8,http://sso.com.br/
1109,exame periódico para que serve,720,49,0,15,http://sso.com.br/2023/04/13/exame-periodico-quanto-em-quanto-tempo/
1110,exame toxicológico positivo da justa causa,170,52,0,19,http://sso.com.br/2024/01/04/empresa-pode-exigir-exame-toxicologico/
1111,exame periódico faz exame de sangue,170,70,0,19,http://sso.com.br/2023/04/13/exame-periodico-quanto-em-quanto-tempo/
1112,atestado de saude ocupacional onde fazer,720,70,0,7,http://sso.com.br/
1113,afastamento laboral,320,54,0,15,http://sso.com.br/2022/04/04/afastamento-do-trabalho/
1114,atestado para atividade física pdf,260,51,0,18,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
1115,o que se enquadra como pcd,170,81,0,25,http://sso.com.br/2022/02/08/pcd-quem-se-enquadra/
1116,o que é absenteísmo,5400,42,0,19,http://sso.com.br/2025/09/17/o-que-e-absenteismo-no-trabalho/
1117,37.7 é febre em bebê,1900,86,0,19,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1118,o'que hemossedimentação,2400,51,0,10,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
1119,37 2 é febre,2900,57,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1120,o que é um ecg,1000,42,0,36,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1121,sst significado,880,24,0,14,http://sso.com.br/2022/11/10/seguranca-e-saude-no-trabalho/
1122,sso significado,590,91,0,24,http://sso.com.br/videos/
1123,eletrocardiograma preparo,590,50,0,14,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1124,o que significa velocidade de hemossedimentação,480,45,0,13,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
1125,quantos graus febre,480,52,0,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1126,exame admissional para que serve,390,62,0,15,http://sso.com.br/2022/05/23/o-que-e-exame-admissional/
1127,define intermitente,390,33,0,22,http://sso.com.br/2023/02/08/trabalho-intermitente/
1128,tipos de ruídos,320,10,0,15,http://sso.com.br/2022/11/03/tipos-de-ruido-ambiental/
1129,37 8 é febre em adulto,320,67,0,31,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1130,o que é periculoso,260,37,0,15,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
1131,tipo de riscos segurança do trabalho,170,28,0,40,http://sso.com.br/2024/02/07/classificacao-dos-riscos-ocupacionais/
1132,37 9 é febre em criança,210,80,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1133,exame acuidade visual,1000,40,0,10,http://sso.com.br/2022/05/06/teste-de-acuidade-visual/
1134,atestado ocupacional,880,33,0,8,http://sso.com.br/2023/07/25/aso/
1135,38 3 é febre,880,72,0,16,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1136,o que e sso,1000,71,0,38,http://sso.com.br/videos/
1137,exames admissionais goiania,880,44,0,4,http://sso.com.br/
1138,o'que é medicina ocupacional,880,33,0,13,http://sso.com.br/2021/12/01/o-que-e-medicina-do-trabalho/
1139,periculosidade e insalubridade diferença,720,40,0,16,http://sso.com.br/2022/04/11/insalubridade-e-periculosidade/
1140,audiometria tonal ocupacional,320,29,0,12,http://sso.com.br/2024/03/21/audiometro-ocupacional/
1141,qual a importancia da segurança do trabalho,260,65,0,22,http://sso.com.br/2023/01/05/por-que-investir-em-seguranca-do-trabalho/
1142,o que significa a sigla aso,210,27,0,32,http://sso.com.br/2023/07/25/aso/
1143,aso admissional fortaleza,260,43,0,6,http://sso.com.br/
1144,medicina no trabalho exames,210,74,0,34,http://sso.com.br/2022/01/25/tabela-de-exames-complementares-por-funcao/
1145,consulta engenheiro,210,25,0,30,http://sso.com.br/2025/08/31/como-saber-se-o-profissional-tem-registro-no-crea/
1146,quantas faltas desconta nas ferias,170,57,0,23,http://sso.com.br/artigos/atestado-medico-pode-descontar-ferias
1147,para que serve o exame aso,170,25,0,13,http://sso.com.br/2022/01/20/o-que-e-aso/
1148,o q é segurança do trabalho,170,14,0,22,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
1149,cid aptidão fisica,170,39,0,13,http://sso.com.br/artigos/como-conseguir-um-atestado-de-aptidao-fisica
1150,multa ministério do trabalho,140,22,0,23,http://sso.com.br/artigos/multa-ministerio-do-trabalho
1151,qual a validade da nr 12,140,54,0,8,http://sso.com.br/artigos/o-que-e-laudo-nr12
1152,norma regulamentadora nr12,140,24,0,48,http://sso.com.br/artigos/nr-12-seguranca-trabalho-maquinas-equipamentos
1153,o que significa saturação no corpo humano,140,47,0,15,http://sso.com.br/artigos/saturacao-de-oxigenio
1154,o que é a segurança do trabalho,140,52,0,51,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
1155,o'que significa exame aso,140,37,0,30,http://sso.com.br/2022/01/20/o-que-e-aso/
1156,para que serve o aso,140,51,0,12,http://sso.com.br/2023/07/25/aso/
1157,auto de infração ministerio do trabalho,170,40,0,23,http://sso.com.br/2024/05/21/multa-ministerio-do-trabalho/
1158,osteomuscular o que é,320,27,0,12,http://sso.com.br/2022/12/15/disturbios-osteomusculares-relacionados-ao-trabalho/
1159,o exame demissional é obrigatório,320,10,0,13,http://sso.com.br/2024/07/31/pedido-de-demissao-precisa-fazer-exame-demissional/
1160,exames periodicos ocupacionais,390,11,0,15,http://sso.com.br/2025/01/17/quais-sao-os-exames-periodicos/
1161,risco quimico no ambiente de trabalho,260,29,0,14,http://sso.com.br/2022/02/11/riscos-quimicos/
1162,quais deficiencias se enquadram como pcd,260,82,0,16,http://sso.com.br/2022/02/08/pcd-quem-se-enquadra/
1163,adicional de periculosidade calculo,210,43,0,16,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
1164,o que é atestado de saúde ocupacional,1300,41,0,11,http://sso.com.br/2023/07/25/aso/
1165,saturação 80,480,82,0,16,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1166,programa de conservação auditiva pca,390,42,0,12,http://sso.com.br/programa-de-conservacao-auditiva-pca/
1167,saturação 78,260,29,0,15,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1168,o eletrocardiograma detecta o que,210,20,0,25,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1169,grau de risco tabela,320,92,0,14,http://sso.com.br/2024/02/07/classificacao-dos-riscos-ocupacionais/
1170,o que é considerado febre alta,260,47,0,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1171,exame admissional exemplo,260,50,0,14,http://sso.com.br/2022/05/13/o-que-reprova-no-exame-admissional/
1172,oximetria normal,590,57,0,18,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1173,para que serve exame admissional,480,58,0,14,http://sso.com.br/2022/05/23/o-que-e-exame-admissional/
1174,o que e sst,260,91,0,23,http://sso.com.br/2022/11/10/seguranca-e-saude-no-trabalho/
1175,o que é a sipat,210,29,0,12,http://sso.com.br/2025/04/14/o-que-e-sipat-e-qual-seu-objetivo/
1176,quando que é considerado febre,170,37,0,15,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1177,exame admissional blumenau,170,59,0,13,http://sso.com.br/
1178,exame admissional ribeirao preto,170,70,0,12,http://sso.com.br/
1179,quantos graus é considerado febre,8100,57,0,15,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1180,o que ltcat,8100,36,0,32,http://sso.com.br/2023/03/15/ltcat-esocial/
1181,somesso medicina do trabalho e perícia médica,2400,39,0,31,http://sso.com.br/
1182,audiometria o'que é,3600,34,0,10,http://sso.com.br/2024/01/11/exame-de-audiometria-onde-fazer/
1183,exame clínico admissional,1300,68,0,12,http://sso.com.br/2023/11/29/onde-fazer-exame-admissional/
1184,febre a partir de,720,71,0,17,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1185,saturação baixa termo tecnico,590,69,0,15,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1186,o que é admissional,590,43,0,14,http://sso.com.br/2024/02/21/exame-pre-admissional/
1187,raio x do torax serve para que,480,58,0,17,http://sso.com.br/2024/12/18/tipos-de-raio-x/
1188,kit de primeiros socorros para empresa,590,27,0,11,http://sso.com.br/2023/05/04/kit-primeiros-socorros-profissional/
1189,preparo eletrocardiograma,480,49,0,13,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1190,exame clínico aso,480,34,0,11,http://sso.com.br/2023/07/25/aso/
1191,exercer a função,480,24,0,17,http://sso.com.br/2022/08/05/mudanca-de-funcao/
1192,nr5 mte,480,39,0,28,http://sso.com.br/2025/02/17/nr-05/
1193,nr 5 mte,480,74,0,24,http://sso.com.br/2023/01/12/nova-nr-5/
1194,termo tecnico para saturação baixa,390,71,0,15,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1195,acidente de trabalho clt,390,77,0,24,http://sso.com.br/2023/02/02/indenizacao-acidente-de-trabalho/
1196,oxigenação normal adulto,320,61,0,18,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1197,o que é velocidade de hemossedimentação,1900,91,0,12,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
1198,segurança do trabalho tipos de riscos,170,38,0,18,http://sso.com.br/2024/02/07/classificacao-dos-riscos-ocupacionais/
1199,cat comunicação de acidente de trabalho,1600,77,0,32,http://sso.com.br/2022/12/17/comunicacao-acidente-de-trabalho/
1200,empresa terceirizada o'que e,880,33,0,19,http://sso.com.br/2022/06/17/terceirizacao-de-servicos/
1201,febre 37,1000,68,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1202,toxicológico ocupacional,590,28,0,11,http://sso.com.br/2024/01/04/empresa-pode-exigir-exame-toxicologico/
1203,quanto tempo ficar em jejum para fazer exame de sangue,260,48,0,13,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
1204,relação de documentação para admissão,390,29,0,15,http://sso.com.br/2022/04/26/documentos-para-admissao/
1205,37 e meio é febre,260,69,0,18,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1206,trabalhei 1 mes quais meus direitos,170,56,0,14,http://sso.com.br/artigos/voltei-da-licenca-maternidade-posso-ser-demitida
1207,exame aptidão fisica,260,31,0,14,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
1208,como abrir cat por doença ocupacional,210,46,0,14,http://sso.com.br/artigos/comunicacao-acidente-de-trabalho
1209,ecg o que e,210,81,0,39,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1210,tabela de decibeis ruidos,170,23,0,15,http://sso.com.br/2023/01/24/ruido-ocupacional/
1211,tipos de ruído,170,31,0,13,http://sso.com.br/2023/01/24/ruido-ocupacional/
1212,singular medicina do trabalho,170,26,0,18,http://sso.com.br/
1213,nascimento do filho,170,37,0,22,http://sso.com.br/artigos/voltei-da-licenca-maternidade-posso-ser-demitida
1214,serviço intermitente,170,27,0,32,http://sso.com.br/artigos/trabalho-intermitente
1215,o que é saude e seguranca no trabalho,170,66,0,49,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
1216,curso nr 35 o'que e,170,89,0,13,http://sso.com.br/nr/nr-35
1217,rua são paulo n 409 edifício avenida 17 andar centro,140,43,0,5,http://sso.com.br/
1218,partir de quantos graus é febre,140,51,0,13,http://sso.com.br/artigos/quando-e-estado-febril
1219,quantos graus é febre,27100,53,0,14,http://sso.com.br/artigos/quando-e-estado-febril
1220,o'que e aet,140,28,0,11,http://sso.com.br/2024/12/02/deve-constar-na-aet-analise-ergonomica-do-trabalho/
1221,o que é sst na segurança do trabalho,140,41,0,18,http://sso.com.br/2022/11/10/seguranca-e-saude-no-trabalho/
1222,exames admissionais em salvador,320,84,0,12,http://sso.com.br/
1223,36.9 é febre em adulto,390,39,0,17,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1224,exame admissional em osasco,390,68,0,7,http://sso.com.br/
1225,o que significa exame aso,140,30,0,31,http://sso.com.br/2022/01/20/o-que-e-aso/
1226,calculadora adicional de periculosidade,210,20,0,14,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
1227,absenteismo o que é,4400,89,0,35,http://sso.com.br/2025/09/17/o-que-e-absenteismo-no-trabalho/
1228,manobra de romberg,480,10,0,18,http://sso.com.br/2025/02/19/o-que-e-teste-de-romberg/
1229,nr 12 atualizada 2024,320,52,0,14,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
1230,como aumentar a saturação rapido,590,84,0,19,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1231,termometro 38 graus de febre,590,78,0,12,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1232,exame para trabalho,390,42,0,18,http://sso.com.br/2022/05/13/o-que-reprova-no-exame-admissional/
1233,quanto é o adicional de periculosidade,390,75,0,18,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
1234,ginástica laboral benefícios,590,57,0,13,http://sso.com.br/2022/04/14/ginastica-laboral/
1235,termômetro com febre 38,170,62,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1236,quantos graus já é febre,590,39,0,15,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1237,nho ruído,260,49,0,15,http://sso.com.br/2023/01/24/ruido-ocupacional/
1238,o que é exposição,1000,62,0,38,http://sso.com.br/2022/11/18/exposicao-ocupacional/
1239,saturação normal idoso,1900,78,0,18,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1240,depois do exame demissional quanto tempo para receber,720,32,0,17,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
1241,para que serve o exame admissional,480,33,0,15,http://sso.com.br/2022/05/23/o-que-e-exame-admissional/
1242,febre a partir de quanto,6600,67,0,20,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1243,segurança do trabalho o que faz,2400,87,0,52,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
1244,consultar crea,1600,46,0,36,http://sso.com.br/2025/08/31/como-saber-se-o-profissional-tem-registro-no-crea/
1245,36 é febre,4400,70,0,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1246,o que é vaga intermitente,480,26,0,37,http://sso.com.br/2023/02/08/trabalho-intermitente/
1247,temperatura corporal normal adultos,390,93,0,31,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1248,doenças de trabalho,320,30,0,29,http://sso.com.br/2024/09/26/doencas-do-trabalho-e-doencas-ocupacionais/
1249,exames admissionais lapa,320,95,0,5,http://sso.com.br/2023/11/29/onde-fazer-exame-admissional/
